"Time","Pel_CHP","Power100","Power200","Power300","Power400","Power500","Power600","Power701","Power711","Power721","Power731","Power900","PowerChiller"
2026-05-21 15:30:30,0,99.8,3.61,0,32.0,-0.0396,0,-31.9,-31.8,-31.6,-31.6,136,-133
2026-05-21 15:31:00,0,99.9,3.60,0,32.0,-0.0387,0,-31.9,-32.1,-32.0,-31.6,136,-140
2026-05-21 15:31:30,0,98.2,3.61,0,31.6,-0.0384,0,-31.9,-31.9,-31.8,-32.1,134,-146
2026-05-21 15:32:00,0,96.6,3.62,0,31.3,-0.0379,0,-32.0,-32.3,-32.1,-32.1,134,-149
2026-05-21 15:32:30,0,94.1,3.62,0,30.9,-0.0373,0,-32.0,-31.8,-31.9,-32.1,132,-151
2026-05-21 15:33:00,0,92.6,3.63,0,30.8,-0.0368,0,-31.9,-32.0,-32.1,-31.8,132,-153
2026-05-21 15:33:30,0,92.5,3.64,0,30.7,-0.0368,0,-31.8,-31.8,-31.9,-32.2,131,-148
2026-05-21 15:34:00,0,92.8,3.64,0,30.6,-0.0366,0,-31.8,-31.9,-32.1,-32.1,130,-136
2026-05-21 15:34:30,0,93.2,3.65,0,30.7,-0.0367,0,-31.7,-32.1,-32.0,-31.8,130,-125
2026-05-21 15:35:00,0,93.9,3.66,0,31.0,-0.0370,0,-31.7,-31.6,-31.6,-31.6,131,-123
2026-05-21 15:35:30,0,95.4,3.66,0,31.6,-0.0372,0,-31.6,-31.9,-31.7,-31.6,133,-125
2026-05-21 15:36:00,0,96.3,3.67,0,32.0,-0.0370,0,-31.6,-31.7,-31.6,-31.2,134,-127
2026-05-21 15:36:30,0,96.7,3.68,0,32.1,-0.0373,0,-31.5,-31.5,-31.5,-31.3,134,-132
2026-05-21 15:37:00,0,96.9,3.67,0,32.1,-0.0366,0,-31.8,-31.8,-31.7,-31.6,134,-137
2026-05-21 15:37:30,0,96.0,3.70,0,31.7,-0.0363,0,-31.7,-31.8,-31.6,-32.0,133,-141
2026-05-21 15:38:00,0,95.1,3.70,0,31.6,-0.0357,0,-31.9,-31.9,-31.7,-31.7,133,-142
2026-05-21 15:38:30,0,94.2,3.72,0,31.4,-0.0353,0,-31.9,-31.7,-31.9,-31.7,133,-143
2026-05-21 15:39:00,0,93.6,3.70,0,31.2,-0.0352,0,-31.7,-32.0,-31.9,-31.5,132,-144
2026-05-21 15:39:30,0,93.4,3.72,0,30.9,-0.0362,0,-31.6,-31.7,-31.6,-31.8,132,-147
2026-05-21 15:40:00,0,93.6,3.73,0,30.8,-0.0361,0,-31.7,-31.7,-31.6,-31.6,131,-141
2026-05-21 15:40:30,0,94.2,3.74,0,30.9,-0.0360,0,-32.1,-31.6,-31.8,-31.8,132,-130
2026-05-21 15:41:00,0,95.5,3.74,0,31.1,-0.0360,0,-32.0,-31.9,-32.1,-32.1,133,-122
2026-05-21 15:41:30,0,96.3,3.76,0,31.3,-0.0350,0,-31.9,-31.7,-31.8,-31.6,134,-119
2026-05-21 15:42:00,0,97.6,3.77,0,31.8,-0.0348,0,-31.7,-31.5,-31.4,-31.3,135,-121
2026-05-21 15:42:30,0,99.3,3.78,0,32.2,-0.0340,0,-31.7,-31.7,-31.6,-31.2,136,-126
2026-05-21 15:43:00,0,99.8,3.78,0,32.1,-0.0331,0,-31.7,-32.0,-31.5,-31.6,136,-133
2026-05-21 15:43:30,0,99.7,3.77,0,31.8,-0.0326,0,-31.9,-31.9,-31.9,-31.9,136,-137
2026-05-21 15:44:00,0,98.8,3.76,0,31.6,-0.0317,0,-32.0,-32.1,-31.8,-31.8,137,-141
2026-05-21 15:44:30,0,97.2,3.78,0,31.1,-0.0315,0,-32.0,-31.8,-31.8,-31.7,136,-145
2026-05-21 15:45:00,0,96.9,3.76,0,30.8,-0.0316,0,-31.8,-31.8,-32.0,-32.2,135,-147
2026-05-21 15:45:30,0,97.0,3.77,0,30.6,-0.0309,0,-32.0,-31.9,-32.0,-31.9,135,-148
2026-05-21 15:46:00,0,97.3,3.78,0,30.8,-0.0309,0,-32.0,-32.0,-31.9,-32.3,135,-143
2026-05-21 15:46:30,0,97.3,3.78,0,30.8,-0.0313,0,-32.2,-31.9,-32.1,-32.4,134,-133
2026-05-21 15:47:00,0,98.2,3.79,0,31.0,-0.0317,0,-32.4,-32.3,-32.4,-32.3,136,-125
2026-05-21 15:47:30,0,98.0,3.78,0,31.2,-0.0304,0,-32.0,-32.0,-31.9,-31.8,137,-124
