"Time","FT401","Pel_S400","Pth_S400","TT401","TT402"
2026-06-18 13:00:15,2.62,35.1,32.3,60.4,70.9
2026-06-18 13:00:30,2.65,35.1,32.5,60.4,71.0
2026-06-18 13:00:45,2.62,37.1,32.3,60.4,70.9
2026-06-18 13:01:00,2.63,36.2,32.1,60.4,70.9
2026-06-18 13:01:15,2.64,41.2,32.2,60.4,70.9
2026-06-18 13:01:30,2.63,35.8,32.0,60.4,70.8
2026-06-18 13:01:45,2.63,31.2,32.0,60.4,70.8
2026-06-18 13:02:00,2.64,37.7,32.2,60.4,70.9
2026-06-18 13:02:15,2.63,43.1,32.0,60.4,70.9
2026-06-18 13:02:30,2.63,31.8,32.2,60.3,70.9
2026-06-18 13:02:45,2.63,41.8,32.2,60.3,70.9
2026-06-18 13:03:00,2.64,35.5,32.5,60.3,70.9
2026-06-18 13:03:15,2.65,33.5,32.3,60.3,70.8
2026-06-18 13:03:30,2.63,34.0,32.2,60.3,70.9
2026-06-18 13:03:45,2.65,41.2,32.2,60.3,70.9
2026-06-18 13:04:00,2.66,41.0,32.4,60.3,70.8
2026-06-18 13:04:15,2.64,34.3,32.1,60.3,70.8
2026-06-18 13:04:30,2.65,39.5,31.9,60.4,70.8
2026-06-18 13:04:45,2.64,38.0,31.7,60.5,70.8
2026-06-18 13:05:00,2.66,33.7,31.5,60.6,70.8
2026-06-18 13:05:15,2.66,42.4,31.5,60.6,70.8
2026-06-18 13:05:30,2.63,42.0,31.1,60.6,70.8
2026-06-18 13:05:45,2.64,39.7,31.2,60.5,70.7
2026-06-18 13:06:00,2.64,44.8,31.5,60.5,70.8
2026-06-18 13:06:15,2.65,41.1,31.5,60.5,70.7
2026-06-18 13:06:30,2.63,38.4,31.5,60.4,70.7
2026-06-18 13:06:45,2.63,40.0,31.6,60.4,70.7
2026-06-18 13:07:00,2.62,38.6,31.7,60.3,70.7
2026-06-18 13:07:15,2.61,30.3,31.5,60.3,70.7
2026-06-18 13:07:30,2.65,41.2,31.8,60.3,70.7
2026-06-18 13:07:45,2.62,39.3,31.8,60.3,70.7
2026-06-18 13:08:00,2.63,33.8,31.9,60.3,70.7
2026-06-18 13:08:15,2.64,31.9,31.7,60.2,70.7
2026-06-18 13:08:30,2.64,41.0,31.9,60.3,70.7
2026-06-18 13:08:45,2.64,36.3,31.9,60.3,70.7
2026-06-18 13:09:00,2.64,35.0,31.7,60.3,70.8
2026-06-18 13:09:15,2.62,39.5,31.6,60.3,70.8
2026-06-18 13:09:30,2.62,37.0,31.6,60.3,70.7
2026-06-18 13:09:45,2.62,43.2,31.7,60.3,70.7
2026-06-18 13:10:00,2.63,36.5,31.8,60.2,70.7
2026-06-18 13:10:15,2.60,34.8,31.7,60.2,70.7
2026-06-18 13:10:30,2.62,33.6,31.8,60.2,70.6
2026-06-18 13:10:45,2.61,41.1,31.7,60.2,70.6
2026-06-18 13:11:00,2.62,34.6,31.8,60.2,70.7
2026-06-18 13:11:15,2.64,34.7,31.8,60.2,70.6
2026-06-18 13:11:30,2.62,40.1,31.7,60.2,70.6
2026-06-18 13:11:45,2.63,40.3,31.7,60.2,70.7
2026-06-18 13:12:00,2.64,36.6,31.8,60.3,70.7
2026-06-18 13:12:15,2.64,43.6,31.7,60.2,70.6
2026-06-18 13:12:30,2.64,40.3,31.8,60.2,70.6
2026-06-18 13:12:45,2.63,35.9,31.6,60.3,70.6
2026-06-18 13:13:00,2.64,39.3,31.4,60.3,70.7
2026-06-18 13:13:15,2.64,39.9,31.2,60.4,70.6
2026-06-18 13:13:30,2.64,28.8,31.3,60.3,70.5
2026-06-18 13:13:45,2.65,33.7,31.4,60.3,70.6
2026-06-18 13:14:00,2.64,40.5,31.2,60.4,70.6
2026-06-18 13:14:15,2.64,33.1,31.1,60.4,70.6
2026-06-18 13:14:30,2.62,31.3,31.2,60.4,70.6
2026-06-18 13:14:45,2.65,38.8,31.5,60.3,70.5
2026-06-18 13:15:00,2.64,42.7,31.3,60.4,70.6
2026-06-18 13:15:15,2.64,37.2,31.4,60.4,70.7
2026-06-18 13:15:30,2.65,37.1,31.5,60.3,70.7
2026-06-18 13:15:45,2.66,39.5,31.8,60.3,70.6
2026-06-18 13:16:00,2.64,31.6,31.6,60.3,70.6
2026-06-18 13:16:15,2.63,34.3,31.7,60.3,70.6
2026-06-18 13:16:30,2.64,37.9,31.6,60.3,70.7
2026-06-18 13:16:45,2.66,42.8,31.9,60.3,70.7
2026-06-18 13:17:00,2.64,34.6,31.7,60.3,70.6
2026-06-18 13:17:15,2.64,41.5,31.6,60.3,70.6
2026-06-18 13:17:30,2.63,34.6,31.7,60.3,70.6
2026-06-18 13:17:45,2.65,42.1,32.0,60.2,70.6
2026-06-18 13:18:00,2.64,36.0,31.8,60.2,70.7
2026-06-18 13:18:15,2.63,43.0,31.8,60.3,70.7
2026-06-18 13:18:30,2.67,33.3,31.9,60.3,70.7
2026-06-18 13:18:45,2.65,34.2,31.9,60.3,70.7
2026-06-18 13:19:00,2.64,33.5,31.7,60.3,70.6
2026-06-18 13:19:15,2.64,29.4,31.5,60.4,70.6
2026-06-18 13:19:30,2.65,40.4,31.5,60.4,70.6
2026-06-18 13:19:45,2.63,29.7,31.3,60.4,70.7
2026-06-18 13:20:00,2.64,40.8,31.4,60.3,70.7
2026-06-18 13:20:15,2.65,40.4,31.4,60.4,70.6
2026-06-18 13:20:30,2.64,40.0,31.3,60.4,70.6
2026-06-18 13:20:45,2.65,37.6,31.4,60.4,70.6
2026-06-18 13:21:00,2.63,42.3,31.2,60.4,70.6
2026-06-18 13:21:15,2.65,39.7,31.4,60.4,70.6
2026-06-18 13:21:30,2.65,34.3,31.2,60.4,70.6
2026-06-18 13:21:45,2.64,37.0,31.4,60.4,70.6
2026-06-18 13:22:00,2.63,37.6,31.3,60.4,70.6
2026-06-18 13:22:15,2.66,31.5,31.5,60.4,70.6
2026-06-18 13:22:30,2.64,37.6,31.4,60.4,70.7
2026-06-18 13:22:45,2.63,23.2,31.4,60.4,70.7
2026-06-18 13:23:00,2.64,35.2,31.4,60.4,70.7
2026-06-18 13:23:15,2.63,40.3,31.5,60.4,70.7
2026-06-18 13:23:30,2.64,38.9,31.4,60.4,70.7
2026-06-18 13:23:45,2.62,36.9,31.5,60.4,70.7
2026-06-18 13:24:00,2.63,39.0,31.5,60.4,70.7
2026-06-18 13:24:15,2.63,31.3,31.4,60.4,70.7
2026-06-18 13:24:30,2.59,36.3,31.4,60.3,70.7
2026-06-18 13:24:45,2.61,38.0,31.4,60.3,70.7
2026-06-18 13:25:00,2.60,38.7,31.4,60.3,70.7
2026-06-18 13:25:15,2.59,35.9,31.5,60.3,70.7
2026-06-18 13:25:30,2.58,32.2,31.4,60.3,70.7
2026-06-18 13:25:45,2.59,37.9,31.6,60.3,70.7
2026-06-18 13:26:00,2.57,28.8,31.5,60.2,70.8
2026-06-18 13:26:15,2.59,33.4,31.7,60.2,70.8
2026-06-18 13:26:30,2.59,35.6,31.5,60.2,70.8
2026-06-18 13:26:45,2.61,41.1,31.8,60.2,70.8
2026-06-18 13:27:00,2.57,34.4,31.5,60.2,70.8
2026-06-18 13:27:15,2.58,32.6,31.5,60.2,70.8
2026-06-18 13:27:30,2.58,42.2,31.4,60.3,70.7
2026-06-18 13:27:45,2.61,30.7,31.4,60.3,70.7
2026-06-18 13:28:00,2.58,38.1,31.2,60.3,70.7
2026-06-18 13:28:15,2.59,41.8,31.3,60.3,70.7
2026-06-18 13:28:30,2.60,40.3,31.2,60.3,70.7
2026-06-18 13:28:45,2.58,36.5,30.9,60.4,70.7
2026-06-18 13:29:00,2.59,36.1,31.2,60.3,70.7
2026-06-18 13:29:15,2.62,39.1,31.1,60.3,70.7
2026-06-18 13:29:30,2.58,39.6,31.1,60.3,70.8
2026-06-18 13:29:45,2.59,40.8,30.9,60.4,70.7
2026-06-18 13:30:00,2.59,35.8,31.0,60.4,70.7
2026-06-18 13:30:15,2.58,36.2,30.8,60.4,70.7
2026-06-18 13:30:30,2.59,38.7,31.1,60.4,70.7
2026-06-18 13:30:45,2.58,46.4,31.0,60.4,70.7
2026-06-18 13:31:00,2.59,37.9,31.1,60.4,70.8
2026-06-18 13:31:15,2.59,33.3,31.0,60.4,70.8
2026-06-18 13:31:30,2.62,37.5,31.3,60.4,70.7
2026-06-18 13:31:45,2.59,39.9,31.3,60.3,70.7
2026-06-18 13:32:00,2.60,37.7,31.2,60.3,70.7
2026-06-18 13:32:15,2.58,37.5,31.1,60.4,70.8
2026-06-18 13:32:30,2.59,37.4,31.1,60.4,70.8
2026-06-18 13:32:45,2.58,34.1,31.4,60.3,70.8
2026-06-18 13:33:00,2.58,38.7,31.5,60.3,70.8
2026-06-18 13:33:15,2.57,36.7,31.5,60.2,70.7
2026-06-18 13:33:30,2.56,34.5,31.2,60.3,70.7
2026-06-18 13:33:45,2.58,36.9,31.4,60.3,70.8
2026-06-18 13:34:00,2.59,29.7,31.3,60.3,70.8
2026-06-18 13:34:15,2.58,29.6,31.6,60.2,70.7
2026-06-18 13:34:30,2.57,32.2,31.3,60.2,70.7
2026-06-18 13:34:45,2.56,27.0,31.0,60.3,70.7
2026-06-18 13:35:00,2.55,30.2,30.5,60.4,70.7
2026-06-18 13:35:15,2.56,30.0,30.4,60.4,70.5
2026-06-18 13:35:30,2.56,24.5,30.2,60.3,70.5
2026-06-18 13:35:45,2.55,26.5,30.0,60.3,70.5
2026-06-18 13:36:00,2.54,30.4,29.6,60.3,70.4
2026-06-18 13:36:15,2.53,32.1,29.4,60.3,70.2
2026-06-18 13:36:30,2.55,29.5,29.3,60.2,70.2
2026-06-18 13:36:45,2.53,27.4,29.1,60.2,70.1
2026-06-18 13:37:00,2.54,25.9,28.6,60.3,70.0
2026-06-18 13:37:15,2.56,28.6,28.6,60.3,69.9
2026-06-18 13:37:30,2.54,28.6,28.3,60.3,69.9
2026-06-18 13:37:45,2.54,26.5,28.2,60.2,69.8
2026-06-18 13:38:00,2.56,31.0,28.4,60.2,69.7
2026-06-18 13:38:15,2.56,33.8,28.2,60.2,69.7
2026-06-18 13:38:30,2.55,33.3,27.7,60.3,69.6
2026-06-18 13:38:45,2.59,26.4,27.7,60.3,69.5
2026-06-18 13:39:00,2.59,32.4,27.8,60.2,69.5
2026-06-18 13:39:15,2.61,25.7,28.0,60.2,69.4
2026-06-18 13:39:30,2.61,25.8,27.6,60.2,69.3
2026-06-18 13:39:45,2.64,29.0,27.3,60.3,69.3
2026-06-18 13:40:00,2.63,26.7,26.9,60.4,69.1
2026-06-18 13:40:15,2.65,28.0,26.9,60.4,69.2
2026-06-18 13:40:30,2.67,29.9,26.8,60.4,69.0
2026-06-18 13:40:45,2.68,25.8,26.8,60.4,68.9
2026-06-18 13:41:00,2.68,31.0,26.5,60.3,68.9
2026-06-18 13:41:15,2.69,30.4,26.4,60.3,68.8
2026-06-18 13:41:30,2.70,27.1,26.5,60.3,68.8
2026-06-18 13:41:45,2.70,29.2,26.5,60.3,68.7
2026-06-18 13:42:00,2.71,33.8,26.5,60.3,68.7
2026-06-18 13:42:15,2.72,31.1,26.3,60.3,68.6
2026-06-18 13:42:30,2.76,23.9,26.2,60.4,68.5
2026-06-18 13:42:45,2.76,23.0,26.2,60.3,68.5
2026-06-18 13:43:00,2.77,31.3,26.4,60.3,68.5
2026-06-18 13:43:15,2.78,30.7,26.2,60.2,68.5
2026-06-18 13:43:30,2.77,31.6,26.1,60.3,68.4
2026-06-18 13:43:45,2.78,28.4,26.0,60.3,68.4
2026-06-18 13:44:00,2.80,31.9,26.1,60.3,68.3
2026-06-18 13:44:15,2.81,24.2,26.1,60.3,68.3
2026-06-18 13:44:30,2.83,28.9,26.0,60.3,68.2
2026-06-18 13:44:45,2.84,24.2,25.9,60.4,68.3
2026-06-18 13:45:00,2.84,28.4,25.9,60.3,68.2
2026-06-18 13:45:15,2.85,25.9,25.9,60.3,68.2
2026-06-18 13:45:30,2.85,32.8,25.8,60.3,68.1
2026-06-18 13:45:45,2.85,30.9,25.6,60.4,68.1
2026-06-18 13:46:00,2.87,31.9,25.7,60.3,68.1
2026-06-18 13:46:15,2.87,26.4,25.8,60.3,68.1
2026-06-18 13:46:30,2.89,30.1,25.7,60.4,68.0
2026-06-18 13:46:45,2.89,30.6,25.7,60.4,68.0
2026-06-18 13:47:00,2.88,28.8,25.3,60.4,67.9
2026-06-18 13:47:15,2.89,28.9,25.2,60.4,68.0
2026-06-18 13:47:30,2.91,27.5,25.4,60.4,67.9
2026-06-18 13:47:45,2.91,31.0,25.3,60.4,67.9
2026-06-18 13:48:00,2.90,27.3,24.8,60.5,67.8
2026-06-18 13:48:15,2.91,27.1,24.5,60.6,67.9
2026-06-18 13:48:30,2.93,27.7,24.5,60.6,67.8
2026-06-18 13:48:45,2.93,30.8,24.5,60.6,67.8
2026-06-18 13:49:00,2.93,29.2,24.6,60.5,67.7
2026-06-18 13:49:15,2.93,33.5,24.7,60.4,67.8
2026-06-18 13:49:30,2.92,29.5,24.7,60.4,67.7
2026-06-18 13:49:45,2.92,25.9,24.7,60.4,67.7
2026-06-18 13:50:00,2.90,26.0,24.6,60.4,67.7
2026-06-18 13:50:15,2.92,29.1,24.6,60.4,67.7
2026-06-18 13:50:30,2.92,30.5,24.7,60.4,67.7
2026-06-18 13:50:45,2.92,25.6,24.9,60.3,67.7
2026-06-18 13:51:00,2.91,30.2,25.0,60.3,67.7
2026-06-18 13:51:15,2.92,24.4,25.0,60.3,67.7
2026-06-18 13:51:30,2.90,30.9,25.0,60.3,67.7
2026-06-18 13:51:45,2.91,30.9,25.0,60.3,67.7
2026-06-18 13:52:00,2.90,24.6,24.8,60.3,67.7
2026-06-18 13:52:15,2.90,32.2,24.6,60.3,67.7
2026-06-18 13:52:30,2.87,26.5,24.8,60.3,67.6
2026-06-18 13:52:45,2.88,25.1,25.1,60.2,67.7
2026-06-18 13:53:00,2.90,32.4,25.2,60.1,67.6
2026-06-18 13:53:15,2.89,30.8,25.1,60.1,67.6
2026-06-18 13:53:30,2.90,30.1,25.1,60.1,67.6
2026-06-18 13:53:45,2.91,33.6,25.2,60.1,67.5
2026-06-18 13:54:00,2.91,29.0,25.3,60.0,67.5
2026-06-18 13:54:15,2.94,29.7,25.5,60.0,67.5
2026-06-18 13:54:30,2.94,34.3,25.4,60.1,67.5
2026-06-18 13:54:45,2.96,34.3,25.4,60.0,67.5
2026-06-18 13:55:00,2.99,29.7,25.5,60.0,67.5
2026-06-18 13:55:15,2.99,33.4,25.4,60.1,67.4
2026-06-18 13:55:30,3.01,31.8,25.2,60.2,67.4
2026-06-18 13:55:45,3.01,27.8,25.0,60.2,67.3
2026-06-18 13:56:00,3.01,35.9,24.8,60.2,67.3
2026-06-18 13:56:15,3.01,29.5,24.6,60.3,67.3
2026-06-18 13:56:30,3.01,25.9,24.2,60.4,67.3
2026-06-18 13:56:45,2.99,24.8,24.1,60.3,67.3
2026-06-18 13:57:00,3.00,29.8,24.1,60.4,67.3
2026-06-18 13:57:15,2.99,28.8,24.2,60.3,67.3
2026-06-18 13:57:30,3.01,32.2,24.1,60.3,67.3
2026-06-18 13:57:45,3.00,29.4,24.2,60.3,67.2
2026-06-18 13:58:00,3.00,23.9,24.2,60.3,67.2
2026-06-18 13:58:15,3.01,26.4,24.1,60.4,67.2
2026-06-18 13:58:30,3.01,27.1,24.2,60.3,67.2
