"Time","Pel_CHP","Power100","Power200","Power300","Power400","Power500","Power600","Power701","Power711","Power721","Power731","Power900","PowerChiller"
2026-05-17 13:00:30,0,101,-0.272,0,26.0,0.0452,0.00000762,-30.7,-32.4,-26.6,-34.4,124,-134
2026-05-17 13:01:00,0,103,-0.278,0,26.1,0.0454,0.0000101,-31.3,-33.0,-26.8,-34.9,125,-137
2026-05-17 13:01:30,0,102,-0.272,0,26.0,0.0456,0.0000123,-31.1,-33.1,-26.7,-35.6,126,-139
2026-05-17 13:02:00,0,102,-0.273,0,25.9,0.0454,0.00000980,-31.1,-33.3,-26.8,-35.4,125,-142
2026-05-17 13:02:30,0,101,-0.270,0,25.8,0.0454,0.0000101,-31.1,-33.3,-26.9,-35.4,124,-144
2026-05-17 13:03:00,0,101,-0.260,0,25.5,0.0456,0.00000969,-31.1,-33.3,-27.0,-35.7,125,-145
2026-05-17 13:03:30,0,102,-0.267,0,25.6,0.0457,0.00000262,-31.1,-33.9,-27.1,-35.9,126,-146
2026-05-17 13:04:00,0,102,-0.275,0,25.7,0.0454,0.00000518,-31.1,-33.2,-26.9,-35.9,125,-147
2026-05-17 13:04:30,0,102,-0.269,0,26.0,0.0454,0.0000139,-31.2,-33.4,-27.0,-35.9,125,-142
2026-05-17 13:05:00,0,101,-0.267,0,26.2,0.0457,0.0000111,-31.4,-33.9,-27.3,-35.7,125,-132
2026-05-17 13:05:30,0,101,-0.264,0,26.3,0.0456,0.0000144,-31.7,-34.2,-27.3,-35.6,127,-126
2026-05-17 13:06:00,0,102,-0.260,0,26.5,0.0452,0.0000126,-31.6,-33.5,-27.0,-35.6,128,-126
2026-05-17 13:06:30,0,103,-0.262,0,26.7,0.0451,0.00000679,-31.1,-33.5,-27.0,-35.4,128,-129
2026-05-17 13:07:00,0,103,-0.257,0,26.6,0.0451,0.0000144,-30.9,-33.6,-26.8,-35.3,127,-131
2026-05-17 13:07:30,0,103,-0.265,0,26.4,0.0447,0.00000580,-31.1,-33.5,-26.9,-35.1,128,-135
2026-05-17 13:08:00,0,101,-0.267,0,26.0,0.0445,0.00000615,-30.9,-33.2,-26.7,-35.5,127,-138
2026-05-17 13:08:30,0,100,-0.270,0,25.6,0.0443,0.00000145,-30.8,-33.4,-26.8,-35.5,126,-140
2026-05-17 13:09:00,0,100,-0.284,0,25.6,0.0441,0.00000767,-30.9,-33.5,-26.8,-35.1,125,-142
2026-05-17 13:09:30,0,99.9,-0.282,0,25.6,0.0440,0.00000977,-31.0,-33.4,-26.9,-35.1,125,-144
2026-05-17 13:10:00,0,100,-0.270,0,25.4,0.0441,0.00000785,-31.0,-33.2,-26.9,-35.5,126,-144
2026-05-17 13:10:30,0,100,-0.279,0,25.5,0.0441,0.00000281,-31.0,-32.9,-26.7,-35.3,126,-143
2026-05-17 13:11:00,0,102,-0.263,0,26.0,0.0445,0.00000669,-31.1,-32.9,-26.9,-35.0,126,-142
2026-05-17 13:11:30,0,102,-0.268,0,26.1,0.0441,0.00000104,-31.0,-33.0,-26.9,-35.1,126,-142
2026-05-17 13:12:00,0,101,-0.265,0,26.1,0.0440,0.00000121,-31.0,-33.4,-26.8,-35.2,126,-143
2026-05-17 13:12:30,0,101,-0.272,0,26.0,0.0436,0.00000370,-31.0,-33.4,-26.9,-35.7,126,-144
2026-05-17 13:13:00,0,101,-0.267,0,25.9,0.0440,0.00000320,-31.0,-33.3,-26.9,-35.4,126,-145
2026-05-17 13:13:30,0,101,-0.264,0,25.8,0.0438,0.0000103,-30.9,-33.5,-26.8,-35.7,126,-141
2026-05-17 13:14:00,0,100,-0.271,0,25.8,0.0442,0.00000985,-30.9,-33.5,-27.5,-35.5,126,-131
2026-05-17 13:14:30,0,101,-0.277,0,26.0,0.0446,0.00000644,-31.9,-32.6,-31.2,-33.0,127,-124
2026-05-17 13:15:00,0,103,-0.280,0,26.5,0.0445,0.00000532,-32.3,-32.3,-31.4,-32.5,129,-123
2026-05-17 13:15:30,0,104,-0.276,0,27.0,0.0446,0.00000208,-31.8,-32.0,-31.0,-32.2,129,-125
2026-05-17 13:16:00,0,107,-0.255,0,27.4,0.0446,0.0000102,-31.6,-31.9,-31.5,-32.0,130,-128
2026-05-17 13:16:30,0,107,-0.250,0,27.7,0.0447,0.00000234,-31.9,-31.9,-31.6,-31.7,131,-132
2026-05-17 13:17:00,0,107,-0.249,0,27.7,0.0444,0.00000973,-32.2,-31.9,-31.9,-31.6,131,-138
2026-05-17 13:17:30,0,107,-0.240,0,27.7,0.0441,0.00000365,-32.2,-32.3,-32.4,-32.2,131,-144
2026-05-17 13:18:00,0,105,-0.243,0,27.6,0.0441,0.00000501,-32.3,-32.2,-32.5,-32.1,130,-149
2026-05-17 13:18:30,0,105,-0.238,0,27.8,0.0438,0.00000780,-32.2,-32.4,-32.7,-32.2,130,-152
2026-05-17 13:19:00,0,105,-0.233,0,28.2,0.0445,7.52e-7,-32.3,-32.3,-32.6,-32.4,130,-153
2026-05-17 13:19:30,0,105,-0.224,0,28.7,0.0448,0.00000107,-32.3,-32.3,-32.8,-32.2,130,-156
2026-05-17 13:20:00,0,105,-0.224,0,29.2,0.0451,0.00000643,-32.4,-32.4,-32.7,-32.3,131,-153
2026-05-17 13:20:30,0,106,-0.225,0,29.5,0.0450,0.00000540,-33.0,-32.3,-33.2,-32.9,132,-146
2026-05-17 13:21:00,0,105,-0.226,0,29.9,0.0453,0.00000426,-33.1,-33.0,-33.3,-32.7,133,-137
2026-05-17 13:21:30,0,105,-0.215,0,30.6,0.0448,0.00000226,-33.3,-33.0,-33.1,-32.7,134,-137
2026-05-17 13:22:00,0,104,-0.212,0,31.3,0.0445,0.00000178,-32.9,-32.5,-32.7,-32.2,134,-140
2026-05-17 13:22:30,0,105,-0.198,0,31.7,0.0443,0.00000713,-32.7,-32.3,-32.4,-32.5,134,-144
2026-05-17 13:23:00,0,105,-0.190,0,31.7,0.0441,0.0000161,-31.9,-32.7,-32.3,-32.6,133,-149
2026-05-17 13:23:30,0,105,-0.190,0,31.6,0.0445,0.00000498,-32.3,-32.7,-32.7,-32.2,134,-151
2026-05-17 13:24:00,0,105,-0.182,0,31.5,0.0450,0.0000119,-32.2,-32.6,-32.7,-32.2,134,-154
2026-05-17 13:24:30,0,105,-0.182,0,31.3,0.0449,0.0000109,-32.5,-32.6,-32.6,-32.7,134,-158
2026-05-17 13:25:00,0,104,-0.175,0,31.0,0.0457,0.00000288,-32.8,-32.2,-32.6,-32.5,133,-160
