"Time","FT701","FT711","FT721","FT731","Power701","Power711","Power721","Power731","PsetPoint_701","PsetPoint_711","PsetPoint_721","PsetPoint_731","TT701","TT702","TT711","TT712","TT721","TT722","TT731","TT732","TsetPoint_701","TsetPoint_711","TsetPoint_721","TsetPoint_731","xPset_701","xPset_711","xPset_721","xPset_731","xTset_701","xTset_711","xTset_721","xTset_731"
2026-05-17 00:00:15,2.94,3.10,3.11,3.36,-32.0,-32.1,-32.7,-32.4,-32,-32,-32,-32,60.1,69.5,60.1,69.0,60.1,69.2,60.1,68.4,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:00:30,2.96,3.09,3.09,3.32,-32.3,-32.1,-32.3,-32.1,-32,-32,-32,-32,60.1,69.5,60.1,69.0,60.1,69.1,60.1,68.4,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:00:45,2.96,3.10,3.10,3.33,-32.6,-32.2,-32.6,-32.1,-32,-32,-32,-32,60.1,69.5,60.0,69.0,60.0,69.1,60.0,68.3,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:01:00,2.93,3.07,3.03,3.30,-32.2,-32.1,-32.3,-32.1,-32,-32,-32,-32,60.1,69.6,60.0,69.0,60.0,69.2,59.9,68.3,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:01:15,2.88,3.09,3.06,3.33,-32.0,-32.3,-32.5,-32.2,-32,-32,-32,-32,60.1,69.6,60.0,69.0,60.0,69.2,60.0,68.3,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:01:30,2.94,3.06,3.04,3.32,-32.5,-32.2,-32.3,-32.1,-32,-32,-32,-32,60.0,69.7,60.0,69.1,60.0,69.2,60.0,68.3,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:01:45,2.91,3.06,3.03,3.30,-32.7,-32.2,-32.1,-32.0,-32,-32,-32,-32,60.0,69.7,60.0,69.1,60.1,69.2,60.0,68.4,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:02:00,2.87,3.05,3.04,3.31,-32.4,-32.4,-32.6,-32.0,-32,-32,-32,-32,60.1,69.7,60.0,69.2,60.0,69.3,60.1,68.4,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:02:15,2.89,3.04,3.03,3.30,-32.6,-32.5,-32.5,-32.0,-32,-32,-32,-32,60.0,69.8,60.0,69.2,60.1,69.3,60.1,68.5,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:02:30,2.87,3.03,3.00,3.28,-32.7,-32.4,-32.2,-31.8,-32,-32,-32,-32,60.0,69.8,60.0,69.3,60.0,69.3,60.1,68.5,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:02:45,2.86,3.01,3.01,3.30,-32.7,-32.4,-32.5,-32.5,-32,-32,-32,-32,60.0,69.9,60.0,69.3,60.0,69.4,60.1,68.6,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:03:00,2.81,3.01,2.99,3.31,-32.5,-32.7,-32.9,-33.2,-32,-32,-32,-32,59.9,69.9,60.0,69.4,60.0,69.4,59.9,68.6,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:03:15,2.84,2.98,2.97,3.27,-33.1,-32.5,-33.0,-33.3,-32,-32,-32,-32,59.8,69.9,60.0,69.4,59.9,69.5,59.9,68.6,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:03:30,2.81,2.97,2.95,3.23,-33.1,-32.8,-33.1,-33.0,-32,-32,-32,-32,59.8,69.9,59.8,69.4,59.8,69.5,59.8,68.7,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:03:45,2.77,2.98,2.94,3.23,-32.9,-33.0,-33.2,-33.3,-32,-32,-32,-32,59.7,69.9,59.9,69.4,59.8,69.5,59.8,68.7,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:04:00,2.76,2.99,2.91,3.19,-33.0,-33.1,-32.9,-33.2,-32,-32,-32,-32,59.7,70.0,59.8,69.4,59.7,69.5,59.8,68.7,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:04:15,2.75,2.92,2.90,3.15,-32.8,-32.6,-33.1,-32.9,-32,-32,-32,-32,59.6,69.9,59.9,69.4,59.7,69.5,59.7,68.7,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:04:30,2.71,2.90,2.86,3.17,-32.6,-32.2,-32.8,-33.1,-32,-32,-32,-32,59.6,70.0,59.8,69.4,59.7,69.6,59.8,68.7,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:04:45,2.72,2.91,2.84,3.08,-32.4,-32.3,-32.4,-32.2,-32,-32,-32,-32,59.7,70.0,59.9,69.4,59.7,69.5,59.7,68.7,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:05:00,2.71,2.90,2.83,3.11,-32.2,-32.2,-32.0,-32.3,-32,-32,-32,-32,59.8,70.0,59.8,69.4,59.9,69.6,59.8,68.8,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:05:15,2.70,2.90,2.85,3.11,-31.8,-31.9,-31.6,-32.1,-32,-32,-32,-32,59.9,70.0,60.0,69.5,60.0,69.6,59.9,68.8,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:05:30,2.70,2.89,2.88,3.09,-31.4,-31.6,-31.6,-31.2,-32,-32,-32,-32,60.0,70.0,60.1,69.5,60.0,69.6,60.0,68.8,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:05:45,2.71,2.90,2.84,3.14,-31.0,-31.4,-31.1,-31.5,-32,-32,-32,-32,60.2,70.1,60.2,69.5,60.2,69.6,60.2,68.8,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:06:00,2.74,2.90,2.87,3.13,-31.0,-31.2,-30.9,-31.1,-32,-32,-32,-32,60.4,70.1,60.2,69.5,60.3,69.6,60.2,68.8,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:06:15,2.75,2.90,2.90,3.16,-31.1,-31.1,-31.4,-31.1,-32,-32,-32,-32,60.4,70.1,60.3,69.5,60.3,69.6,60.3,68.8,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:06:30,2.74,2.99,2.92,3.16,-31.1,-32.1,-31.4,-31.3,-32,-32,-32,-32,60.4,70.1,60.3,69.6,60.3,69.7,60.3,68.9,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:06:45,2.78,2.95,2.90,3.17,-31.5,-31.8,-31.6,-31.5,-32,-32,-32,-32,60.4,70.1,60.3,69.6,60.3,69.7,60.3,68.9,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:07:00,2.81,2.94,2.90,3.18,-31.8,-31.7,-32.0,-31.7,-32,-32,-32,-32,60.4,70.2,60.3,69.6,60.3,69.7,60.3,68.9,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:07:15,2.78,2.95,2.92,3.17,-32.0,-32.1,-32.0,-31.8,-32,-32,-32,-32,60.3,70.3,60.3,69.6,60.3,69.8,60.3,69.0,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:07:30,2.79,2.94,2.90,3.16,-32.2,-32.0,-32.0,-32.0,-32,-32,-32,-32,60.3,70.2,60.3,69.7,60.3,69.8,60.2,69.0,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:07:45,2.79,2.94,2.90,3.17,-32.2,-32.0,-32.3,-32.3,-32,-32,-32,-32,60.2,70.2,60.3,69.7,60.2,69.8,60.2,69.0,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:08:00,2.76,2.92,2.92,3.18,-32.2,-32.1,-32.4,-32.6,-32,-32,-32,-32,60.2,70.2,60.2,69.7,60.2,69.8,60.1,69.0,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:08:15,2.78,2.91,2.87,3.18,-32.2,-32.1,-32.2,-32.7,-32,-32,-32,-32,60.1,70.1,60.2,69.6,60.1,69.8,60.1,69.0,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:08:30,2.77,2.91,2.89,3.14,-32.2,-32.2,-32.6,-32.6,-32,-32,-32,-32,60.1,70.1,60.1,69.6,60.0,69.7,60.1,69.0,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:08:45,2.78,2.91,2.85,3.10,-32.4,-32.2,-32.3,-32.2,-32,-32,-32,-32,60.0,70.1,60.1,69.6,60.0,69.7,60.0,69.0,-60,-60,-60,-60,2,2,2,2,true,true,true,true
2026-05-17 00:09:00,2.72,2.94,2.88,3.13,-32.2,-32.3,-32.6,-32.4,-32,-32,-32,-32,59.9,70.0,60.0,69.6,59.9,69.7,60.0,68.9,-60,-60,-60,-60,2,2,2,2,true,true,true,true
